f,S_ML
7073333.333,96.30490001
7076666.667,93.36792589
7080000,92.8994678
7083333.333,78.481881
7086666.667,94.36799363
7090000,95.09038704
7093333.333,76.97895228
7096666.667,85.31612811
7100000,104.4533874
7103333.333,119.5720161
7106666.667,140.5751932
7110000,110.4646404
7113333.333,82.25506841
7116666.667,85.49781773
7120000,100.82389
7123333.333,92.04846257
7126666.667,104.189994
7130000,105.5091151
7133333.333,111.4838228
7136666.667,107.5516466
7140000,97.89739016
7143333.333,100.7982868
7146666.667,101.569047
7150000,105.7039165
7153333.333,106.9468498
7156666.667,98.45745494
7160000,102.0685076
7163333.333,70.58274903
7166666.667,85.8859446
7170000,82.45511703
7173333.333,83.69172223
7176666.667,70.78449188
7180000,88.37695841
7183333.333,73.11494933
7186666.667,80.98300889
7190000,84.62099387
7193333.333,89.44534658
7196666.667,109.911027
7200000,121.2786583
7203333.333,125.2428008
7206666.667,120.4075629
7210000,94.69946476
7213333.333,96.07212709
7216666.667,85.58248117
7220000,78.8858561
7223333.333,114.6789971
7226666.667,133.60951
7230000,86.45369661
7233333.333,69.23631174
7236666.667,93.2882642
7240000,74.48685935
7243333.333,78.59113275
7246666.667,93.29786508
7250000,84.28617056
7253333.333,104.3581973
7256666.667,108.1951341
7260000,93.27603683
7263333.333,76.54326871
7266666.667,85.19500445
7270000,103.3258629
7273333.333,112.7278874
7276666.667,100.1236182
7280000,107.8641562
7283333.333,118.2120826
7286666.667,99.43418265
7290000,109.8160429
7293333.333,91.644818
7296666.667,91.9202713
7300000,74.89699503
7303333.333,75.74779643
7306666.667,80.80440422
7310000,92.06782466
7313333.333,77.17903623
7316666.667,92.60276412
7320000,83.11498469
7323333.333,105.091366
7326666.667,122.8882659
7330000,105.8967777
7333333.333,92.35256128
7336666.667,101.273046
7340000,103.0550232
7343333.333,84.08662586
7346666.667,94.02676663
7350000,111.1905926
7353333.333,80.74541036
7356666.667,89.5512647
7360000,90.15056241
7363333.333,89.44296329
7366666.667,78.09767687
7370000,70.90370875
7373333.333,78.71863001
7376666.667,83.8132926
7380000,66.81535497
7383333.333,84.34813365
7386666.667,116.637516
7390000,82.32896481
7393333.333,77.61795011
7396666.667,90.8172024
7400000,104.794572
7403333.333,79.18059713
7406666.667,86.70881843
7410000,101.8344568
7413333.333,81.92128888
7416666.667,72.13801343
7420000,90.70886177
7423333.333,79.86394558
7426666.667,91.47204707
7430000,116.5762455
7433333.333,88.63650077
7436666.667,98.61705469
7440000,108.3563787
7443333.333,97.13817346
7446666.667,82.12198265
7450000,78.34708723
7453333.333,89.12481507
7456666.667,101.0504241
7460000,123.154817
7463333.333,105.1273105
7466666.667,77.02186196
7470000,102.2647799
7473333.333,103.7969945
7476666.667,106.2340429
7480000,94.65147575
7483333.333,92.94679856
7486666.667,84.82479996
7490000,99.5013831
7493333.333,99.05532164
7496666.667,107.3731993
7500000,112.5313401
7503333.333,93.14396284
7506666.667,96.34074227
7510000,75.86951772
7513333.333,74.21145376
7516666.667,79.54310267
7520000,86.80088026
7523333.333,89.25882744
7526666.667,95.0011629
7530000,75.55475807
7533333.333,77.64635649
7536666.667,71.81343847
7540000,94.55843198
7543333.333,121.5969785
7546666.667,96.61893264
7550000,99.77620535
7553333.333,109.5230901
7556666.667,126.7843121
7560000,100.0817567
7563333.333,77.68127244
7566666.667,101.6394046
7570000,112.5916869
7573333.333,105.7832614
7576666.667,138.3930606
7580000,118.2576864
7583333.333,96.84502513
7586666.667,92.07173954
7590000,98.8546982
7593333.333,84.72815894
7596666.667,82.01466788
7600000,122.2210953
7603333.333,94.93678609
7606666.667,85.36523733
7610000,80.48217825
7613333.333,93.16096887
7616666.667,107.7216067
7620000,102.9827361
7623333.333,94.38499446
7626666.667,84.86508945
7630000,87.43624504
7633333.333,98.52392755
7636666.667,110.8660743
7640000,89.73267049
7643333.333,63.72356315
7646666.667,77.90503686
7650000,80.14908257
7653333.333,88.68115088
7656666.667,82.99794872
7660000,92.88711174
7663333.333,94.48123826
7666666.667,89.19015595
7670000,86.34018613
7673333.333,87.2735432
7676666.667,103.604244
7680000,109.1726986
7683333.333,101.724935
7686666.667,101.6092023
7690000,91.88683312
7693333.333,72.21418544
7696666.667,79.74827558
7700000,105.9657978
7703333.333,93.82157931
7706666.667,84.09387021
7710000,71.41086575
7713333.333,97.13913933
7716666.667,101.7573536
7720000,87.04632494
7723333.333,128.0524444
7726666.667,146.9443386
7730000,101.4824941
7733333.333,85.07428044
7736666.667,95.61741947
7740000,107.9353104
7743333.333,104.4825376
7746666.667,95.04660816
7750000,93.12525992
7753333.333,107.998964
7756666.667,117.3932378
7760000,116.8942192
7763333.333,159.0177746
7766666.667,134.1839591
7770000,102.8383599
7773333.333,124.530646
7776666.667,134.4143203
7780000,108.8710689
7783333.333,110.2716101
7786666.667,88.38583309
7790000,85.17571461
7793333.333,98.32195924
7796666.667,115.9923615
7800000,131.2137947
7803333.333,119.0987418
7806666.667,95.11593751
7810000,106.8537344
7813333.333,94.8182441
7816666.667,96.62085923
7820000,68.06395201
7823333.333,89.2615106
7826666.667,127.7175509
7830000,110.3323144
7833333.333,107.2828815
7836666.667,102.3690472
7840000,99.59904272
7843333.333,124.8055403
7846666.667,134.0380663
7850000,125.1876119
7853333.333,96.12843595
7856666.667,100.4392212
7860000,126.2765742
7863333.333,110.8248875
7866666.667,110.3552561
7870000,117.6025513
7873333.333,93.88102297
7876666.667,99.97144204
7880000,102.8049786
7883333.333,88.75279156
7886666.667,84.97945166
7890000,85.22731291
7893333.333,78.59304763
7896666.667,96.61311366
7900000,86.95646425
7903333.333,78.93348734
7906666.667,103.4156998
7910000,97.7907981
7913333.333,93.81935151
7916666.667,115.2257976
7920000,99.33367369
7923333.333,100.1715335
7926666.667,91.13058358
7930000,90.37061427
7933333.333,124.0129905
7936666.667,127.2182773
7940000,115.0587033
7943333.333,117.8145043
7946666.667,108.5878415
7950000,124.479854
7953333.333,89.55546639
7956666.667,96.34875175
7960000,96.11514149
7963333.333,82.55877603
7966666.667,79.6515731
7970000,114.4358002
7973333.333,152.2196803
7976666.667,129.8723032
7980000,93.98100358
7983333.333,74.85866137
7986666.667,97.91316233
7990000,94.90007594
7993333.333,99.27898437
7996666.667,106.9618248
8000000,115.5481599
8003333.333,107.1684382
8006666.667,85.28372894
8010000,80.68228816
8013333.333,79.75622364
8016666.667,112.0989678
8020000,125.5536833
8023333.333,102.7198263
8026666.667,110.4217208
8030000,103.115434
8033333.333,68.0044159
8036666.667,77.68740689
8040000,76.04853298
8043333.333,73.61229882
8046666.667,86.3481588
8050000,100.1956756
8053333.333,96.89390164
8056666.667,89.25786378
8060000,93.90363897
8063333.333,75.21804959
8066666.667,102.9070457
8070000,94.41633828
8073333.333,84.18708432
8076666.667,96.19541242
8080000,117.9309773
8083333.333,114.4301306
8086666.667,91.05894364
8090000,79.9099939
8093333.333,77.44906427
8096666.667,89.25091045
8100000,116.2499498
8103333.333,93.72325188
8106666.667,103.5748706
8110000,98.00356511
8113333.333,117.1449485
8116666.667,126.4114801
8120000,118.6730701
8123333.333,115.522234
8126666.667,91.52551821
8130000,93.85455388
8133333.333,90.86674508
8136666.667,95.42245911
8140000,91.092479
8143333.333,102.869434
8146666.667,98.53933318
8150000,93.826035
8153333.333,89.18250644
8156666.667,87.56684874
8160000,103.0638552
8163333.333,102.5203838
8166666.667,119.8923386
8170000,108.234893
8173333.333,97.62121732
8176666.667,99.09802313
8180000,103.4176523
8183333.333,108.5329321
8186666.667,90.49990876
8190000,106.4196084
8193333.333,81.36640743
8196666.667,85.8413368
8200000,79.20241738
8203333.333,91.67177791
8206666.667,80.47595236
8210000,95.60036667
8213333.333,95.39255048
8216666.667,78.91037169
8220000,73.82909717
8223333.333,79.65417916
8226666.667,82.36519033
8230000,75.65052455
8233333.333,86.87080684
8236666.667,96.24828441
8240000,98.84459681
8243333.333,74.62580734
8246666.667,88.91703555
8250000,72.84994631
8253333.333,86.8801089
8256666.667,91.92521852
8260000,99.5618011
8263333.333,102.2813652
8266666.667,97.66262035
8270000,127.485168
8273333.333,133.4944076
8276666.667,118.7192857
8280000,82.06220167
8283333.333,64.47614633
8286666.667,99.9430881
8290000,122.4434534
8293333.333,107.692444
8296666.667,105.8135841
8300000,112.178686
8303333.333,118.5727384
8306666.667,120.1067825
8310000,96.05562184
8313333.333,90.38206027
8316666.667,112.0432623
8320000,85.87441625
8323333.333,84.06117221
8326666.667,99.26001404
8330000,80.71611917
8333333.333,90.88123492
8336666.667,122.1642773
8340000,123.5151057
8343333.333,89.01886647
8346666.667,79.54171136
8350000,82.56371899
8353333.333,74.45206493
8356666.667,76.11384671
8360000,81.47716066
8363333.333,99.99084021
8366666.667,95.33610609
8370000,113.75481
8373333.333,120.2034852
8376666.667,96.41959515
8380000,84.17488155
8383333.333,92.25813811
8386666.667,88.92308945
8390000,105.5180723
8393333.333,91.3196588
8396666.667,105.4975494
8400000,107.6621023
8403333.333,103.3131368
8406666.667,96.55410818
8410000,88.71838987
8413333.333,90.7266156
8416666.667,147.1515534
8420000,136.4975828
8423333.333,86.54649742
8426666.667,78.68443968
8430000,66.39637367
8433333.333,83.87270051
8436666.667,89.24560117
8440000,96.91784244
8443333.333,110.869549
8446666.667,95.64024365
8450000,103.11188
8453333.333,119.9404119
8456666.667,98.3677158
8460000,105.6785439
8463333.333,100.598553
8466666.667,93.39451956
8470000,123.1807199
8473333.333,117.7261239
8476666.667,109.0754859
8480000,82.18513962
8483333.333,75.31089489
8486666.667,105.0755589
8490000,106.7452234
8493333.333,94.01431643
8496666.667,105.1397992
8500000,86.83962341
8503333.333,79.08222977
8506666.667,100.8487534
8510000,99.92883267
8513333.333,111.655804
8516666.667,123.3872197
8520000,117.7590673
8523333.333,88.79470053
8526666.667,116.6720566
8530000,110.246976
8533333.333,81.99483601
8536666.667,121.1299229
8540000,101.0236061
8543333.333,77.03841479
8546666.667,77.49175264
8550000,69.87247977
8553333.333,92.09160309
8556666.667,116.8230886
8560000,119.9830836
8563333.333,132.6918995
8566666.667,128.0834749
8570000,103.8343677
8573333.333,108.7604743
8576666.667,112.716145
8580000,125.1096833
8583333.333,129.7158811
8586666.667,103.019658
8590000,90.8764112
8593333.333,106.0623154
8596666.667,106.0616769
8600000,98.2177724
8603333.333,84.19323192
8606666.667,100.7558027
8610000,102.0060812
8613333.333,93.69897331
8616666.667,81.63803753
8620000,86.73029267
8623333.333,131.7998597
8626666.667,114.4527242
8630000,90.23109599
8633333.333,99.39715132
8636666.667,110.3321673
8640000,115.5928385
8643333.333,108.637303
8646666.667,81.42759483
8650000,86.76428812
8653333.333,81.2963706
8656666.667,91.74068923
8660000,69.18769331
8663333.333,91.18632302
8666666.667,83.20758187
8670000,82.39285486
8673333.333,75.03667134
8676666.667,96.51952307
8680000,100.5687464
8683333.333,79.29380676
8686666.667,94.11029349
8690000,116.1982455
8693333.333,101.3729001
8696666.667,106.6408775
8700000,108.3818
8703333.333,116.7563666
8706666.667,97.72115293
8710000,87.22710081
8713333.333,94.74551918
8716666.667,98.73751006
8720000,84.15579928
8723333.333,89.6511856
8726666.667,86.15864278
8730000,81.49055649
8733333.333,88.6010674
8736666.667,74.62141898
8740000,85.22007529
8743333.333,93.03761865
8746666.667,96.45483018
8750000,91.4199875
8753333.333,108.3259228
8756666.667,108.9462911
8760000,97.86458338
8763333.333,93.49834066
8766666.667,97.03010435
8770000,105.0799872
8773333.333,127.8483847
8776666.667,69.85168418
8780000,87.66282904
8783333.333,121.8426761
8786666.667,107.5402806
8790000,98.71537238
8793333.333,120.825383
8796666.667,121.3332652
8800000,96.32509727
8803333.333,114.2907244
8806666.667,96.91579475
8810000,78.98760293
8813333.333,98.48603402
8816666.667,108.1179465
8820000,68.38243058
8823333.333,82.68228528
8826666.667,138.4793987
8830000,117.6505755
8833333.333,95.73824061
8836666.667,106.9691886
8840000,94.99396986
8843333.333,92.03150082
8846666.667,103.4883013
8850000,108.5924057
8853333.333,96.54793743
8856666.667,101.9766323
8860000,106.0191478
8863333.333,92.65685346
8866666.667,102.6903354
8870000,86.07538329
8873333.333,90.84701408
8876666.667,79.41215882
8880000,98.03970225
8883333.333,99.22219835
8886666.667,105.5274613
8890000,112.7607611
8893333.333,83.32500283
8896666.667,65.34114539
8900000,87.59275281
8903333.333,88.8760216
8906666.667,90.93308366
8910000,108.5368076
8913333.333,92.39308159
8916666.667,100.1885888
8920000,91.41361974
8923333.333,93.81778238
8926666.667,114.2214379
8930000,100.2452702
8933333.333,101.2175034
8936666.667,98.63485115
8940000,103.9117847
8943333.333,69.96976193
8946666.667,74.95246209
8950000,108.2330203
8953333.333,116.34718
8956666.667,119.6767954
8960000,123.1858476
8963333.333,106.542177
8966666.667,111.3477219
8970000,93.48053037
8973333.333,98.16578886
8976666.667,70.67309248
8980000,72.27210169
8983333.333,95.08611597
8986666.667,101.5571954
8990000,84.2186872
8993333.333,87.08986352
8996666.667,90.87095846
9000000,71.98222657
9003333.333,73.3410512
9006666.667,109.4779683
9010000,98.60595258
9013333.333,94.60764241
9016666.667,109.2134728
9020000,115.0458747
9023333.333,147.4258085
9026666.667,103.0604036
9030000,83.15120034
9033333.333,102.0450096
9036666.667,109.3301736
9040000,119.6278125
9043333.333,84.88725551
9046666.667,109.5571679
9050000,106.4453587
9053333.333,67.46268286
9056666.667,102.1609498
9060000,75.19059391
9063333.333,72.41038191
9066666.667,77.20135214
9070000,97.99362608
9073333.333,95.51412864
9076666.667,98.39628186
9080000,105.3677204
9083333.333,81.01515671
9086666.667,99.08038401
9090000,95.90324072
9093333.333,88.53353392
9096666.667,86.39592819
9100000,83.74014213
9103333.333,87.87358208
9106666.667,110.1143607
9110000,108.0675638
9113333.333,99.48416693
9116666.667,97.88173799
9120000,79.44919871
9123333.333,85.43715294
9126666.667,89.53635139
9130000,91.10910582
9133333.333,85.5742109
9136666.667,74.63636411
9140000,76.40146227
9143333.333,89.0112243
9146666.667,107.6688261
9150000,101.5428052
9153333.333,99.28685599
9156666.667,81.79337527
9160000,100.7544978
9163333.333,120.0393922
9166666.667,97.30181033
9170000,79.40057449
9173333.333,59.44951254
9176666.667,95.85669035
9180000,125.4628938
9183333.333,91.25935046
9186666.667,85.38798608
9190000,94.81906205
9193333.333,117.256932
9196666.667,83.87588759
9200000,80.15490187
9203333.333,75.2979476
9206666.667,93.24685279
9210000,115.1327927
9213333.333,98.74706937
9216666.667,105.2129008
9220000,93.98683969
9223333.333,67.60259953
9226666.667,89.809018
9230000,88.94276132
9233333.333,89.96088092
9236666.667,107.9208076
9240000,102.1440104
9243333.333,123.4602766
9246666.667,112.2738385
9250000,119.1990119
9253333.333,101.6701358
9256666.667,87.66766034
9260000,78.43998352
9263333.333,92.44074468
9266666.667,76.06138766
9270000,89.1112589
9273333.333,92.96162684
9276666.667,94.52848408
9280000,108.3675587
9283333.333,90.59769223
9286666.667,90.89786152
9290000,88.52322171
9293333.333,88.65286427
9296666.667,74.7853961
9300000,89.39269466
9303333.333,124.4969695
9306666.667,108.6820011
9310000,103.245352
9313333.333,118.311696
9316666.667,106.3588765
9320000,107.3042609
9323333.333,98.75899432
9326666.667,94.96403101
9330000,93.36413815
9333333.333,92.48368852
9336666.667,117.2371383
9340000,104.5925722
9343333.333,70.11583719
9346666.667,73.7989238
9350000,74.62922827
9353333.333,95.39458201
9356666.667,98.70088687
9360000,107.0430474
9363333.333,109.7997796
9366666.667,96.60591883
9370000,87.87352583
9373333.333,99.68786395
9376666.667,112.6948275
9380000,84.87292002
9383333.333,77.74241627
9386666.667,103.3978432
9390000,88.68800664
9393333.333,122.9950203
9396666.667,100.48226
9400000,112.8446022
9403333.333,119.1678545
9406666.667,113.6865179
9410000,130.4406115
9413333.333,111.0931178
9416666.667,113.8363524
9420000,124.5616932
9423333.333,88.90556955
9426666.667,90.90116032
9430000,98.45812968
9433333.333,111.6817786
9436666.667,93.81181592
9440000,107.8123582
9443333.333,103.5991344
9446666.667,83.41473945
9450000,102.7943124
9453333.333,68.60396413
9456666.667,69.6401933
9460000,83.61471112
9463333.333,90.07105179
9466666.667,83.26505925
9470000,66.55382875
9473333.333,74.32069269
9476666.667,81.788781
9480000,82.20600996
9483333.333,75.66202339
9486666.667,80.29289
9490000,76.01220738
9493333.333,79.28315708
9496666.667,105.6494946
9500000,96.009642
9503333.333,96.56987004
9506666.667,95.85248042
9510000,76.32141758
9513333.333,103.2902074
9516666.667,89.51254567
9520000,84.08983534
9523333.333,73.1535182
9526666.667,73.14942993
9530000,97.3491049
9533333.333,93.60870168
9536666.667,99.80689332
9540000,94.14661771
9543333.333,115.1214192
9546666.667,121.3255327
9550000,89.84562099
9553333.333,82.45809545
9556666.667,93.33094071
9560000,69.16181038
9563333.333,63.81081202
9566666.667,74.23509413
9570000,73.79390695
9573333.333,107.9974883
9576666.667,128.8580507
9580000,116.5374657
9583333.333,80.32395054
9586666.667,100.6295878
9590000,103.9734251
9593333.333,109.6141155
9596666.667,102.6254904
9600000,98.13281825
9603333.333,88.07383287
9606666.667,94.20725131
9610000,94.93131029
9613333.333,84.99490246
9616666.667,90.58354862
9620000,103.488281
9623333.333,90.60374596
9626666.667,90.19392071
9630000,108.5721695
9633333.333,111.5905534
9636666.667,92.00659829
9640000,107.4713301
9643333.333,89.3666014
9646666.667,96.10320079
9650000,103.4275779
9653333.333,66.82060283
9656666.667,88.25595385
9660000,96.78067577
9663333.333,95.35012774
9666666.667,93.54220645
9670000,102.2881413
9673333.333,97.00662245
9676666.667,82.35867423
9680000,89.08834035
9683333.333,75.51900249
9686666.667,75.995678
9690000,84.8146508
9693333.333,102.7041784
9696666.667,83.12769392
9700000,111.3576833
9703333.333,134.3851752
9706666.667,93.7171529
9710000,94.33077203
9713333.333,130.2714976
9716666.667,145.2626357
9720000,116.2391682
9723333.333,73.24487546
9726666.667,77.21669401
9730000,95.05559713
9733333.333,85.5049007
9736666.667,83.11172093
9740000,78.84203952
9743333.333,78.26717957
9746666.667,81.25964173
9750000,78.04135815
9753333.333,66.52164097
9756666.667,93.02181983
9760000,117.2558059
9763333.333,85.32449674
9766666.667,90.17120521
9770000,111.4832104
9773333.333,138.3703099
9776666.667,145.1129582
9780000,112.9236287
9783333.333,106.7124535
9786666.667,82.41162727
9790000,105.6236147
9793333.333,112.3028521
9796666.667,89.54526516
9800000,100.5255487
9803333.333,112.9865891
9806666.667,125.2969272
9810000,88.66286388
9813333.333,71.69686276
9816666.667,76.683788
9820000,85.85495698
9823333.333,102.4764247
9826666.667,101.836354
9830000,80.44023445
9833333.333,86.36901214
9836666.667,93.27111134
9840000,100.7783085
9843333.333,114.1971359
9846666.667,86.79674369
9850000,87.01839357
9853333.333,102.8607117
9856666.667,106.8172892
9860000,119.6813464
9863333.333,117.3890989
9866666.667,113.4387525
9870000,89.74235188
9873333.333,95.18644337
9876666.667,89.75426962
9880000,89.99271463
9883333.333,104.4496264
9886666.667,111.3822512
9890000,116.8122588
9893333.333,88.9672646
9896666.667,81.55793147
9900000,100.2128331
9903333.333,101.1387636
9906666.667,81.903224
9910000,97.02439121
9913333.333,79.46543981
9916666.667,69.92142178
9920000,85.70262082
9923333.333,92.27454437
9926666.667,98.38128416
9930000,100.7493988
9933333.333,100.6358877
9936666.667,102.3713338
9940000,98.44564743
9943333.333,116.1897729
9946666.667,91.31298874
9950000,78.94457553
9953333.333,88.38793901
9956666.667,96.8394749
9960000,105.7598744
9963333.333,112.7065476
9966666.667,92.51084848
9970000,88.97547085
9973333.333,102.6163732
9976666.667,85.84835986
9980000,82.71540523
9983333.333,77.30501407
9986666.667,80.52311
9990000,74.79980412
9993333.333,67.21005693
9996666.667,77.55958533
10000000,94.49399152
10000000,114.7445231
10033333.33,114.2612628
10066666.67,138.1592194
10100000,87.49237716
10133333.33,112.7098812
10166666.67,130.4836039
10200000,90.08623736
10233333.33,92.14243284
10266666.67,113.4896901
10300000,110.8368679
10333333.33,96.11016121
10366666.67,81.8532573
10400000,117.5161584
10433333.33,112.1652988
10466666.67,96.33899515
10500000,112.5160862
10533333.33,123.0637011
10566666.67,105.3439482
10600000,97.44534742
10633333.33,98.09194952
10666666.67,97.13261483
10700000,126.6756328
10733333.33,105.7934234
10766666.67,73.68716768
10800000,87.34134214
10833333.33,129.990645
10866666.67,102.8971451
10900000,94.12626209
10933333.33,92.68170905
10966666.67,89.11820678
11000000,87.18164183
11033333.33,93.34332626
11066666.67,98.90507368
11100000,92.59373793
11133333.33,88.02595831
11166666.67,110.9534846
11200000,110.6417874
11233333.33,105.317449
11266666.67,84.41366591
11300000,78.06401043
11333333.33,93.41013737
11366666.67,83.20794674
11400000,98.76048498
11433333.33,117.2323742
11466666.67,95.53322629
11500000,77.9503581
11533333.33,81.87050233
11566666.67,114.4228353
11600000,105.7549587
11633333.33,89.72109518
11666666.67,61.56453354
11700000,69.24697946
11733333.33,123.6818902
11766666.67,109.9354766
11800000,114.1335613
11833333.33,100.4781302
11866666.67,117.4985107
11900000,97.84788529
11933333.33,96.27862124
11966666.67,98.91599371
12000000,88.32588129
12033333.33,83.45969895
12066666.67,97.82485852
12100000,78.3217566
12133333.33,60.74392636
12166666.67,88.29590363
12200000,94.42751293
12233333.33,102.0145451
12266666.67,109.8461834
12300000,99.19397079
12333333.33,93.62338914
12366666.67,113.9757589
12400000,88.15114277
12433333.33,86.38274847
12466666.67,79.88373257
12500000,85.53330949
12533333.33,90.46062374
12566666.67,69.29085724
12600000,92.88954048
12633333.33,85.92058988
12666666.67,75.90221975
12700000,89.95919264
12733333.33,81.9958864
12766666.67,96.57806593
12800000,88.40034941
12833333.33,81.42651198
12866666.67,103.685526
12900000,120.375436
12933333.33,111.9403993
12966666.67,91.74291138
13000000,86.01084129
13033333.33,81.99867542
13066666.67,95.8129116
13100000,80.86347358
13133333.33,111.3756235
13166666.67,82.56148373
13200000,68.89413346
13233333.33,78.83314271
13266666.67,70.44996933
13300000,83.33610316
13333333.33,91.04783653
13366666.67,99.3531295
13400000,93.11508895
13433333.33,120.8533485
13466666.67,83.0405905
13500000,114.5399959
13533333.33,101.2732674
13566666.67,76.80136852
13600000,83.8731401
13633333.33,71.31799122
13666666.67,74.98169268
13700000,76.17934557
13733333.33,91.4235635
13766666.67,101.9946082
13800000,103.2059109
13833333.33,104.50748
13866666.67,95.46468298
13900000,102.1661451
13933333.33,94.26070035
13966666.67,86.93496203
14000000,77.17515323
14033333.33,114.3814208
14066666.67,91.93273548
14100000,123.2240974
14133333.33,113.9457402
14166666.67,68.15115035
14200000,92.24941688
14233333.33,93.23887674
14266666.67,78.23165456
14300000,65.34711107
14333333.33,69.21940483
14366666.67,101.722696
14400000,92.94014646
14433333.33,86.8392693
14466666.67,84.398856
14500000,113.8120915
14533333.33,74.64197971
14566666.67,75.50221402
14600000,85.22838381
14633333.33,67.65523108
14666666.67,82.72935724
14700000,83.94200579
14733333.33,91.75143622
14766666.67,91.94274579
14800000,73.43324526
14833333.33,55.21140887
14866666.67,77.23890991
14900000,85.29998317
14933333.33,85.59065932
14966666.67,77.73178313
15000000,72.35079413
15033333.33,89.23239476
15066666.67,81.74780002
15100000,64.25915782
15133333.33,63.31774799
15166666.67,80.4716823
15200000,76.49540221
15233333.33,85.37244416
15266666.67,96.2298217
15300000,105.8731106
15333333.33,128.4083088
15366666.67,108.2086151
15400000,119.805437
15433333.33,114.003454
15466666.67,83.01493123
15500000,66.66828645
15533333.33,84.28929205
15566666.67,93.65427722
15600000,104.1102899
15633333.33,98.63586417
15666666.67,110.6759757
15700000,100.3464395
15733333.33,88.00922123
15766666.67,76.59307555
15800000,70.36203345
15833333.33,79.58061912
15866666.67,88.16148962
15900000,122.0001763
15933333.33,131.2403484
15966666.67,123.7865409
16000000,136.4387525
21033333.33,68.36177526
21066666.67,77.85628755
21100000,65.49624435
21133333.33,81.34945009
21166666.67,78.3214026
21200000,42.9994423
21233333.33,58.11737108
21266666.67,63.92456624
21300000,79.66023037
21333333.33,104.2719343
21366666.67,79.70802336
21400000,77.35979998
21433333.33,92.21457448
21466666.67,57.11012315
21500000,81.19619266
21533333.33,120.6198091
21566666.67,100.7550198
21600000,72.55664768
21633333.33,73.0476193
21666666.67,85.43654289
21700000,75.64269679
21733333.33,82.32357522
21766666.67,71.54490273
21800000,70.90515707
21833333.33,53.82957335
21866666.67,61.23054675
21900000,76.15677644
21933333.33,68.18037749
21966666.67,76.68955016
22000000,81.8064172
22033333.33,66.74527257
22066666.67,74.95800299
22100000,75.83664856
22133333.33,73.47842967
22166666.67,66.05433817
22200000,56.31405322
22233333.33,65.01100144
22266666.67,65.82081768
22300000,90.40449806
22333333.33,88.55037723
22366666.67,84.23792345
22400000,79.00328125
22433333.33,79.49724935
22466666.67,59.883206
22500000,81.43225114
22533333.33,62.19162995
22566666.67,61.92232562
22600000,76.92772201
22633333.33,88.8892016
22666666.67,102.3116673
22700000,89.03005671
22733333.33,82.78719697
22766666.67,88.28810463
22800000,73.99655452
22833333.33,68.67511483
22866666.67,72.18466678
22900000,64.14528236
22933333.33,65.86616095
22966666.67,62.73338563
23000000,82.79804303
23033333.33,80.78932117
23066666.67,80.05356887
23100000,89.9020091
23133333.33,87.90433178
23166666.67,89.67133556
23200000,80.95658982
23233333.33,73.01104362
23266666.67,55.86122908
23300000,54.7375655
23333333.33,72.33951571
23366666.67,82.97661372
23400000,86.11394566
23433333.33,80.31023871
23466666.67,65.61486009
23500000,70.77888869
23533333.33,80.31068679
23566666.67,74.90229156
23600000,85.20460404
23633333.33,97.17397327
23666666.67,79.80040067
23700000,64.12044061
23733333.33,84.77330525
23766666.67,91.25191839
23800000,70.02824405
23833333.33,82.69643456
23866666.67,109.4924289
23900000,67.44003175
23933333.33,71.62335071
23966666.67,83.15588743
24000000,85.73585872
24033333.33,92.97529922
24066666.67,78.27799083
24100000,66.49834924
24133333.33,72.78391576
24166666.67,85.66996322
24200000,93.8314207
24233333.33,96.76094232
24266666.67,73.39266657
24300000,66.45407685
24333333.33,80.84178533
24366666.67,138.0263124
24400000,97.41751194
24433333.33,64.65285649
24466666.67,66.42655876
24500000,93.21535614
24533333.33,107.8509874
24566666.67,79.45354852
24600000,78.95187923
24633333.33,83.62654401
24666666.67,83.86672946
24700000,68.64603038
24733333.33,74.81080566
24766666.67,71.94649541
24800000,73.57667996
24833333.33,87.72291133
24866666.67,97.57579278
24900000,70.1399885
24933333.33,69.51590726
24966666.67,80.51499819
25000000,95.61067248
25033333.33,85.29689844
25066666.67,91.87972062
25100000,109.4600561
25133333.33,103.9086859
25166666.67,95.03198495
25200000,75.35356289
25233333.33,69.429723
25266666.67,55.4218756
25300000,77.88138395
25333333.33,87.55258816
25366666.67,80.16265529
25400000,81.39081828
25433333.33,98.76221417
25466666.67,98.93335958
25500000,83.60554897
25533333.33,83.89971938
25566666.67,86.10839645
25600000,61.77953712
25633333.33,62.0106481
25666666.67,64.22932506
25700000,71.50195731
25733333.33,82.27826972
25766666.67,62.6602221
25800000,70.22994767
25833333.33,87.69211846
25866666.67,68.33279031
25900000,83.82105619
25933333.33,78.38221348
25966666.67,57.79732203
26000000,100.5286769
26033333.33,90.10343655
26066666.67,78.47941822
26100000,84.93884012
26133333.33,82.05930288
26166666.67,81.84343225
26200000,76.94489629
26233333.33,74.00529453
26266666.67,69.67912015
26300000,93.42664574
26333333.33,83.44150178
26366666.67,64.47235636
26400000,62.60260818
26433333.33,56.62375882
26466666.67,52.03352908
26500000,52.53402586
26533333.33,87.44438037
26566666.67,75.40174816
26600000,83.80573078
26633333.33,67.42694215
26666666.67,67.57989205
26700000,78.89557305
26733333.33,82.71867939
26766666.67,102.4679216
26800000,109.0086759
26833333.33,77.86549968
26866666.67,71.44330243
26900000,70.98987595
26933333.33,81.08055202
26966666.67,120.4098015
27000000,116.3259317
