f,S_rock
7006666.667,0.229837783
7010000,0.228809156
7013333.333,0.196530849
7016666.667,0.181754711
7020000,0.206565705
7023333.333,0.2154148
7026666.667,0.217979736
7030000,0.266433534
7033333.333,0.226784536
7036666.667,0.213304499
7040000,0.254906844
7043333.333,0.27267613
7046666.667,0.266059956
7050000,0.247865575
7053333.333,0.236277655
7056666.667,0.212452777
7060000,0.182510947
7063333.333,0.195410855
7066666.667,0.218013353
7070000,0.232719408
7073333.333,0.265690764
7076666.667,0.26296384
7080000,0.233633989
7083333.333,0.195173986
7086666.667,0.23147453
7090000,0.226778821
7093333.333,0.237018054
7096666.667,0.199777711
7100000,0.206313992
7103333.333,0.222584861
7106666.667,0.231498586
7110000,0.184301924
7113333.333,0.218341253
7116666.667,0.27342441
7120000,0.259489379
7123333.333,0.267249709
7126666.667,0.250952906
7130000,0.26038874
7133333.333,0.255076513
7136666.667,0.173327338
7140000,0.192006094
7143333.333,0.240205852
7146666.667,0.219270237
7150000,0.188056659
7153333.333,0.24865282
7156666.667,0.231563064
7160000,0.223317679
7163333.333,0.264692757
7166666.667,0.251742024
7170000,0.23343972
7173333.333,0.233746142
7176666.667,0.183080439
7180000,0.180364144
7183333.333,0.225146454
7186666.667,0.295031476
7190000,0.257748121
7193333.333,0.211548483
7196666.667,0.177684169
7200000,0.20620681
7203333.333,0.204617808
7206666.667,0.15065266
7210000,0.206353965
7213333.333,0.244929969
7216666.667,0.222842532
7220000,0.211746305
7223333.333,0.219038976
7226666.667,0.270519613
7230000,0.22172044
7233333.333,0.196148009
7236666.667,0.263118728
7240000,0.259186883
7243333.333,0.19079424
7246666.667,0.170567348
7250000,0.141445945
7253333.333,0.200835734
7256666.667,0.257217352
7260000,0.267310714
7263333.333,0.166077441
7266666.667,0.20501969
7270000,0.239353821
7273333.333,0.245078463
7276666.667,0.260184667
7280000,0.219183149
7283333.333,0.191303889
7286666.667,0.226150656
7290000,0.191421125
7293333.333,0.230785121
7296666.667,0.176789134
7300000,0.206956756
7303333.333,0.251772129
7306666.667,0.280873501
7310000,0.23409921
7313333.333,0.208843516
7316666.667,0.260965679
7320000,0.294881581
7323333.333,0.272849523
7326666.667,0.280706053
7330000,0.252803818
7333333.333,0.228274684
7336666.667,0.194211202
7340000,0.188283963
7343333.333,0.226984592
7346666.667,0.195234074
7350000,0.157464525
7353333.333,0.216816884
7356666.667,0.234255032
7360000,0.208320129
7363333.333,0.217431027
7366666.667,0.196239254
7370000,0.22545973
7373333.333,0.237000528
7376666.667,0.240399974
7380000,0.237520744
7383333.333,0.265279593
7386666.667,0.269121275
7390000,0.239294137
7393333.333,0.219962876
7396666.667,0.247879516
7400000,0.234217282
7403333.333,0.309143784
7406666.667,0.293240661
7410000,0.239608292
7413333.333,0.1773808
7416666.667,0.163521567
7420000,0.202599912
7423333.333,0.25892934
7426666.667,0.283364582
7430000,0.248605949
7433333.333,0.230985011
7436666.667,0.297659719
7440000,0.317079358
7443333.333,0.331584796
7446666.667,0.417110597
7450000,0.444236913
7453333.333,0.560980028
7456666.667,0.429955604
7460000,0.486569027
7463333.333,0.855295732
7466666.667,0.707107765
7470000,1.048913947
7473333.333,1.829837871
7476666.667,2.707752526
7480000,6.083178288
7483333.333,11.65102649
7486666.667,17.4483482
7490000,12.91884872
7493333.333,6.771122171
7496666.667,3.554001662
7500000,2.421665069
7503333.333,2.151607851
7506666.667,1.52260052
7510000,1.116297903
7513333.333,0.838940588
7516666.667,0.639171468
7520000,0.494671682
7523333.333,0.476793012
7526666.667,0.571938263
7530000,0.526787092
7533333.333,0.387993198
7536666.667,0.338086428
7540000,0.342452018
7543333.333,0.37656755
7546666.667,0.60316037
7550000,0.890377186
7553333.333,0.896470006
7556666.667,0.691081304
7560000,0.536610456
7563333.333,0.397249097
7566666.667,0.293824707
7570000,0.187670904
7573333.333,0.237267384
7576666.667,0.247779951
7580000,0.22784202
7583333.333,0.245600528
7586666.667,0.233372083
7590000,0.198100657
7593333.333,0.190272185
7596666.667,0.224054542
7600000,0.215037166
7603333.333,0.168069661
7606666.667,0.188626045
7610000,0.24409726
7613333.333,0.216747976
7616666.667,0.196842182
7620000,0.23312674
7623333.333,0.250516266
7626666.667,0.169599831
7630000,0.142625565
7633333.333,0.193755791
7636666.667,0.22919486
7640000,0.206515714
7643333.333,0.146088306
7646666.667,0.138838212
7650000,0.253467944
7653333.333,0.251506262
7656666.667,0.21436437
7660000,0.155262793
7663333.333,0.118896695
7666666.667,0.133694803
7670000,0.198087305
7673333.333,0.212309914
7676666.667,0.17416266
7680000,0.180751672
7683333.333,0.201618062
7686666.667,0.222866136
7690000,0.291768504
7693333.333,0.242483365
7696666.667,0.192748219
7700000,0.151992379
7703333.333,0.176104444
7706666.667,0.190420522
7710000,0.202318241
7713333.333,0.202657531
7716666.667,0.154086867
7720000,0.203713212
7723333.333,0.256044096
7726666.667,0.220625605
7730000,0.208564843
7733333.333,0.275535757
7736666.667,0.23039808
7740000,0.203767377
7743333.333,0.195416159
7746666.667,0.187196406
7750000,0.189580126
7753333.333,0.186748437
7756666.667,0.194786292
7760000,0.196749022
7763333.333,0.181791377
7766666.667,0.198804516
7770000,0.187618056
7773333.333,0.199220288
7776666.667,0.181008553
7780000,0.204384464
7783333.333,0.197780326
7786666.667,0.185160672
7790000,0.17820809
7793333.333,0.209983898
7796666.667,0.212401157
7800000,0.192933535
7803333.333,0.214260672
7806666.667,0.23970816
7810000,0.213667667
7813333.333,0.165605861
7816666.667,0.172247411
7820000,0.186458149
7823333.333,0.160098415
7826666.667,0.20735273
7830000,0.187411068
7833333.333,0.16575728
7836666.667,0.206500263
7840000,0.230159103
7843333.333,0.218994049
7846666.667,0.257804985
7850000,0.197558026
7853333.333,0.209104998
7856666.667,0.24678242
7860000,0.212383644
7863333.333,0.14585372
7866666.667,0.162583143
7870000,0.171606377
7873333.333,0.207065952
7876666.667,0.20946549
7880000,0.184748671
7883333.333,0.158560851
7886666.667,0.133593174
7890000,0.143435655
7893333.333,0.183739965
7896666.667,0.187196406
7900000,0.151907401
7903333.333,0.225785579
7906666.667,0.25916041
7910000,0.202393814
7913333.333,0.203111561
7916666.667,0.211920281
7920000,0.189911181
7923333.333,0.200020934
7926666.667,0.169768721
7930000,0.2009702
7933333.333,0.171660234
7936666.667,0.198286746
7940000,0.192413823
7943333.333,0.158864422
7946666.667,0.161534863
7950000,0.165906324
7953333.333,0.187145356
7956666.667,0.206461184
7960000,0.216780566
7963333.333,0.216441744
7966666.667,0.175717741
7970000,0.169174271
7973333.333,0.235902547
7976666.667,0.231462983
7980000,0.186818451
7983333.333,0.176219446
7986666.667,0.133756239
7990000,0.17021648
7993333.333,0.264374902
7996666.667,0.234882715
8000000,0.193569201
8003333.333,0.227621547
8006666.667,0.149778288
8010000,0.162708164
8013333.333,0.227241937
8016666.667,0.195524921
8020000,0.135240063
8023333.333,0.119605997
8026666.667,0.125725558
8030000,0.188606067
8033333.333,0.176070034
8036666.667,0.181016212
8040000,0.172791525
8043333.333,0.186733744
8046666.667,0.170176876
8050000,0.154678597
8053333.333,0.137526014
8056666.667,0.18311895
8060000,0.194944326
8063333.333,0.184831206
8066666.667,0.178621188
8070000,0.146594031
8073333.333,0.138041229
8076666.667,0.18694987
8080000,0.172725854
8083333.333,0.165488681
8086666.667,0.15697444
8090000,0.201202485
8093333.333,0.19980453
8096666.667,0.15784729
8100000,0.212156966
8103333.333,0.162941396
8106666.667,0.144875391
8110000,0.148567077
8113333.333,0.137318419
8116666.667,0.197207046
8120000,0.175740378
8123333.333,0.203770988
8126666.667,0.203269329
8130000,0.180004184
8133333.333,0.183034231
8136666.667,0.167801652
8140000,0.165417905
8143333.333,0.22718283
8146666.667,0.21521156
8150000,0.220053872
8153333.333,0.184374913
8156666.667,0.203437082
8160000,0.192550706
8163333.333,0.207092345
8166666.667,0.176080944
8170000,0.156645766
8173333.333,0.204056379
8176666.667,0.208164063
8180000,0.189037127
8183333.333,0.17438809
8186666.667,0.19938279
8190000,0.214212535
8193333.333,0.166742372
8196666.667,0.195389637
8200000,0.161934613
8203333.333,0.178095816
8206666.667,0.214782195
8210000,0.176004582
8213333.333,0.155538739
8216666.667,0.149584071
8220000,0.169277936
8223333.333,0.150432277
8226666.667,0.160650259
8230000,0.177242684
8233333.333,0.206217709
8236666.667,0.204908318
8240000,0.203100745
8243333.333,0.193339608
8246666.667,0.196503364
8250000,0.214915688
8253333.333,0.173760588
8256666.667,0.177806432
8260000,0.169856907
8263333.333,0.179587793
8266666.667,0.190391723
8270000,0.168830592
8273333.333,0.140233024
8276666.667,0.147965624
8280000,0.146567997
8283333.333,0.173173332
8286666.667,0.162612176
8290000,0.190584634
8293333.333,0.202756581
8296666.667,0.257292418
8300000,0.169316613
8303333.333,0.186193976
8306666.667,0.211230322
8310000,0.173133385
8313333.333,0.167128887
8316666.667,0.1650285
8320000,0.213950652
8323333.333,0.208702786
8326666.667,0.223998691
8330000,0.191329258
8333333.333,0.177050759
8336666.667,0.14235529
8340000,0.183969793
8343333.333,0.24975606
8346666.667,0.204384464
8350000,0.159833643
8353333.333,0.157809946
8356666.667,0.175612122
8360000,0.201873186
8363333.333,0.187488134
8366666.667,0.175159827
8370000,0.168945661
8373333.333,0.181838281
8376666.667,0.167472467
8380000,0.129304249
8383333.333,0.12065758
8386666.667,0.174721492
8390000,0.214934232
8393333.333,0.167146057
8396666.667,0.189386855
8400000,0.192383118
8403333.333,0.146541199
8406666.667,0.148618731
8410000,0.147938698
8413333.333,0.160502794
8416666.667,0.137399956
8420000,0.127713317
8423333.333,0.133346938
8426666.667,0.160736846
8430000,0.207118741
8433333.333,0.234214378
8436666.667,0.219578462
8440000,0.195331293
8443333.333,0.197231916
8446666.667,0.198334841
8450000,0.173461421
8453333.333,0.120552701
8456666.667,0.135025382
8460000,0.12676733
8463333.333,0.170303132
8466666.667,0.185865317
8470000,0.17477918
8473333.333,0.175171546
8476666.667,0.176467206
8480000,0.178104257
8483333.333,0.132990773
8486666.667,0.185656713
8490000,0.249570185
8493333.333,0.23146587
8496666.667,0.223976921
8500000,0.248845336
8503333.333,0.212677769
8506666.667,0.196239254
8510000,0.147186555
8513333.333,0.157358989
8516666.667,0.207822927
8520000,0.191950011
8523333.333,0.168764034
8526666.667,0.177028038
8530000,0.181249439
8533333.333,0.16262508
8536666.667,0.177004477
8540000,0.163782899
8543333.333,0.133691878
8546666.667,0.16403877
8550000,0.150627043
8553333.333,0.158861233
8556666.667,0.149871185
8560000,0.158893918
8563333.333,0.182808409
8566666.667,0.162454945
8570000,0.16830014
8573333.333,0.194220897
8576666.667,0.203570611
8580000,0.18922413
8583333.333,0.151274324
8586666.667,0.159551515
8590000,0.178603438
8593333.333,0.210273605
8596666.667,0.15722811
8600000,0.172036642
8603333.333,0.191128975
8606666.667,0.151542811
8610000,0.128889616
8613333.333,0.174738212
8616666.667,0.169917909
8620000,0.137009542
8623333.333,0.13450923
8626666.667,0.152944349
8630000,0.165372356
8633333.333,0.175275358
8636666.667,0.117583839
8640000,0.195541724
8643333.333,0.218298266
8646666.667,0.183884019
8650000,0.217224041
8653333.333,0.27317243
8656666.667,0.225415099
8660000,0.189888521
8663333.333,0.196760555
8666666.667,0.196408512
8670000,0.163340456
8673333.333,0.130528296
8676666.667,0.171138589
8680000,0.158458929
8683333.333,0.189546166
8686666.667,0.199892151
8690000,0.155745465
8693333.333,0.123927937
8696666.667,0.173733911
8700000,0.17327322
8703333.333,0.211911074
8706666.667,0.233861222
8710000,0.228333933
8713333.333,0.21560142
8716666.667,0.18620951
8720000,0.164400244
8723333.333,0.171317349
8726666.667,0.187522776
8730000,0.212999787
8733333.333,0.190653616
8736666.667,0.187377303
8740000,0.194279074
8743333.333,0.155072139
8746666.667,0.12631769
8750000,0.107933275
8753333.333,0.126797239
8756666.667,0.166037506
8760000,0.161876671
8763333.333,0.154552769
8766666.667,0.159730514
8770000,0.214629285
8773333.333,0.182339248
8776666.667,0.16437835
8780000,0.165116259
8783333.333,0.172692607
8786666.667,0.153010057
8790000,0.155996561
8793333.333,0.142633874
8796666.667,0.126245196
8800000,0.179183737
8803333.333,0.162429957
8806666.667,0.179809922
8810000,0.145270749
8813333.333,0.149392299
8816666.667,0.13569793
8820000,0.177283103
8823333.333,0.168860177
8826666.667,0.157164674
8830000,0.133918671
8833333.333,0.115510257
8836666.667,0.15354172
8840000,0.131319264
8843333.333,0.11414465
8846666.667,0.119136116
8850000,0.153078128
8853333.333,0.225861612
8856666.667,0.248926156
8860000,0.170627651
8863333.333,0.147578906
8866666.667,0.130666344
8870000,0.176758021
8873333.333,0.24679633
8876666.667,0.191257529
8880000,0.194683913
8883333.333,0.209715455
8886666.667,0.191138594
8890000,0.148133384
8893333.333,0.13820178
8896666.667,0.196896313
8900000,0.188401139
8903333.333,0.209546964
8906666.667,0.23490404
8910000,0.213863702
8913333.333,0.138756995
8916666.667,0.207901345
8920000,0.193103998
8923333.333,0.178387125
8926666.667,0.180314034
8930000,0.201048211
8933333.333,0.177500431
8936666.667,0.173348155
8940000,0.129066311
8943333.333,0.190692916
8946666.667,0.165530991
8950000,0.17355306
8953333.333,0.201157632
8956666.667,0.135724454
8960000,0.148003323
8963333.333,0.180881791
8966666.667,0.170445123
8970000,0.163084323
8973333.333,0.191131599
8976666.667,0.184961065
8980000,0.161601588
8983333.333,0.164298084
8986666.667,0.128053044
8990000,0.164748316
8993333.333,0.151307774
8996666.667,0.174282871
9000000,0.132069009
9003333.333,0.150212055
9006666.667,0.145150332
9010000,0.135840896
9013333.333,0.125179393
9016666.667,0.13895971
9020000,0.133465278
9023333.333,0.136269508
9026666.667,0.12813035
9030000,0.146372047
9033333.333,0.148078736
9036666.667,0.182593836
9040000,0.116276908
9043333.333,0.142390004
9046666.667,0.191978051
9050000,0.165235746
9053333.333,0.189003215
9056666.667,0.181268172
9060000,0.203542639
9063333.333,0.193493535
9066666.667,0.165223552
9070000,0.189902465
9073333.333,0.200700416
9076666.667,0.160627815
9080000,0.150738839
9083333.333,0.130370823
9086666.667,0.157217008
9090000,0.176804271
9093333.333,0.177744874
9096666.667,0.129450283
9100000,0.129003807
9103333.333,0.150041572
9106666.667,0.165367476
9110000,0.128909004
9113333.333,0.155711528
9116666.667,0.180671753
9120000,0.178780981
9123333.333,0.191261028
9126666.667,0.224006264
9130000,0.196457265
9133333.333,0.149560093
9136666.667,0.204432388
9140000,0.213517002
9143333.333,0.151720377
9146666.667,0.165855821
9150000,0.206750271
9153333.333,0.169946765
9156666.667,0.162079513
9160000,0.14767035
9163333.333,0.132841297
9166666.667,0.131491814
9170000,0.188033242
9173333.333,0.14625041
9176666.667,0.159831245
9180000,0.15094779
9183333.333,0.162463813
9186666.667,0.169955834
9190000,0.164130317
9193333.333,0.158084965
9196666.667,0.145393503
9200000,0.180835011
9203333.333,0.168220562
9206666.667,0.140742024
9210000,0.125536993
9213333.333,0.135813624
9216666.667,0.155042213
9220000,0.175248565
9223333.333,0.172672661
9226666.667,0.130354214
9230000,0.162507347
9233333.333,0.144488934
9236666.667,0.12088625
9240000,0.163167524
9243333.333,0.161632141
9246666.667,0.166585606
9250000,0.14995172
9253333.333,0.161848508
9256666.667,0.224269492
9260000,0.215014908
9263333.333,0.186744115
9266666.667,0.156236001
9270000,0.19228225
9273333.333,0.184438468
9276666.667,0.172666012
9280000,0.22236789
9283333.333,0.192519113
9286666.667,0.211817176
9290000,0.224703493
9293333.333,0.184204056
9296666.667,0.15062782
9300000,0.149460333
9303333.333,0.183249918
9306666.667,0.173015234
9310000,0.126238801
9313333.333,0.19110362
9316666.667,0.197924443
9320000,0.174924698
9323333.333,0.153949508
9326666.667,0.151142113
9330000,0.168919356
9333333.333,0.216289175
9336666.667,0.175531671
9340000,0.133971372
9343333.333,0.13050084
9346666.667,0.177260367
9350000,0.176501655
9353333.333,0.137022868
9356666.667,0.111028238
9360000,0.107173081
9363333.333,0.149715599
9366666.667,0.144914978
9370000,0.182275202
9373333.333,0.216712595
9376666.667,0.18580324
9380000,0.186759673
9383333.333,0.194548038
9386666.667,0.221485067
9390000,0.185412054
9393333.333,0.155357376
9396666.667,0.144040744
9400000,0.17849273
9403333.333,0.220452787
9406666.667,0.220931961
9410000,0.264969622
9413333.333,0.236923616
9416666.667,0.182130926
9420000,0.176891742
9423333.333,0.171104668
9426666.667,0.163781281
9430000,0.320232624
9433333.333,0.466449387
9436666.667,0.745694423
9440000,0.746138347
9443333.333,0.703808578
9446666.667,0.42925166
9450000,0.334084
9453333.333,0.232425231
9456666.667,0.162829197
9460000,0.137821365
9463333.333,0.167714821
9466666.667,0.180688756
9470000,0.133964784
9473333.333,0.116531429
9476666.667,0.132162786
9480000,0.188420237
9483333.333,0.242107298
9486666.667,0.201791421
9490000,0.157480398
9493333.333,0.147063046
9496666.667,0.144647866
9500000,0.154592871
9503333.333,0.152073481
9506666.667,0.17452676
9510000,0.160518019
9513333.333,0.149540757
9516666.667,0.209709044
9520000,0.21927492
9523333.333,0.144985031
9526666.667,0.137416266
9530000,0.184299349
9533333.333,0.19856649
9536666.667,0.182898208
9540000,0.166566832
9543333.333,0.175926558
9546666.667,0.200679809
9550000,0.181185584
9553333.333,0.140687257
9556666.667,0.145511732
9560000,0.170128201
9563333.333,0.270562264
9566666.667,0.204438718
9570000,0.112042834
9573333.333,0.157385172
9576666.667,0.127064445
9580000,0.124653482
9583333.333,0.15025004
9586666.667,0.157743215
9590000,0.142353781
9593333.333,0.141396305
9596666.667,0.108810918
9600000,0.120814637
9603333.333,0.140242011
9606666.667,0.125202038
9610000,0.144885287
9613333.333,0.167202481
9616666.667,0.176352123
9620000,0.133983817
9623333.333,0.148863246
9626666.667,0.175210054
9630000,0.203896499
9633333.333,0.173344824
9636666.667,0.150238411
9640000,0.13371528
9643333.333,0.143800224
9646666.667,0.137278401
9650000,0.146157113
9653333.333,0.161828394
9656666.667,0.183615678
9660000,0.147182719
9663333.333,0.163676885
9666666.667,0.17820218
9670000,0.165793109
9673333.333,0.160875595
9676666.667,0.167223745
9680000,0.147300137
9683333.333,0.152420749
9686666.667,0.157909275
9690000,0.163812039
9693333.333,0.152011873
9696666.667,0.1681082
9700000,0.202284957
9703333.333,0.203638295
9706666.667,0.18442129
9710000,0.129924923
9713333.333,0.155641296
9716666.667,0.139429054
9720000,0.121344239
9723333.333,0.15781948
9726666.667,0.150275624
9730000,0.247057708
9733333.333,0.206276747
9736666.667,0.147003228
9740000,0.157113933
9743333.333,0.160324965
9746666.667,0.186668067
9750000,0.141713097
9753333.333,0.166610912
9756666.667,0.149518329
9760000,0.129697218
9763333.333,0.161424758
9766666.667,0.197376721
9770000,0.195082989
9773333.333,0.14969161
9776666.667,0.155310081
9780000,0.161301837
9783333.333,0.162684769
9786666.667,0.179254011
9790000,0.184101923
9793333.333,0.248168367
9796666.667,0.200856349
9800000,0.15014695
9803333.333,0.170955787
9806666.667,0.15666239
9810000,0.163402701
9813333.333,0.183081294
9816666.667,0.15476592
9820000,0.178951843
9823333.333,0.172157777
9826666.667,0.185130552
9830000,0.227596739
9833333.333,0.187222367
9836666.667,0.213883126
9840000,0.239233483
9843333.333,0.179720036
9846666.667,0.172510638
9850000,0.146395769
9853333.333,0.130241592
9856666.667,0.191383501
9860000,0.245985249
9863333.333,0.195645213
9866666.667,0.1600064
9870000,0.157362956
9873333.333,0.172166075
9876666.667,0.177674052
9880000,0.195444452
9883333.333,0.15496111
9886666.667,0.148493852
9890000,0.168189392
9893333.333,0.195503697
9896666.667,0.161544509
9900000,0.150069463
9903333.333,0.179596269
9906666.667,0.185152066
9910000,0.193545444
9913333.333,0.183263617
9916666.667,0.128661386
9920000,0.150565729
9923333.333,0.142574208
9926666.667,0.139882732
9930000,0.144923353
9933333.333,0.169157819
9936666.667,0.21709356
9940000,0.196413831
9943333.333,0.171554184
9946666.667,0.169956659
9950000,0.167869659
9953333.333,0.179717493
9956666.667,0.172914589
9960000,0.162795303
9963333.333,0.16868024
9966666.667,0.174015791
9970000,0.194855148
9973333.333,0.183994671
9976666.667,0.227676894
9980000,0.263113599
9983333.333,0.224711077
9986666.667,0.17505856
9990000,0.176906042
9993333.333,0.123498125
9996666.667,0.1765672
10000000,0.181441922
10000000,0.313790429
10033333.33,0.269446123
10066666.67,0.225223329
10100000,0.246397075
10133333.33,0.241083946
10166666.67,0.27122639
10200000,0.249572183
10233333.33,0.31360336
10266666.67,0.227066545
10300000,0.159757692
10333333.33,0.16811804
10366666.67,0.214080185
10400000,0.288696663
10433333.33,0.285654974
10466666.67,0.248081694
10500000,0.231636214
10533333.33,0.225024999
10566666.67,0.27429416
10600000,0.282946333
10633333.33,0.332865533
10666666.67,0.255495877
10700000,0.175419407
10733333.33,0.235537444
10766666.67,0.277951439
10800000,0.244995301
10833333.33,0.24143465
10866666.67,0.28839048
10900000,0.382745145
10933333.33,0.285891257
10966666.67,0.26508082
11000000,0.263646306
11033333.33,0.255305857
11066666.67,0.216302197
11100000,0.193570961
11133333.33,0.247828735
11166666.67,0.256156442
11200000,0.244106153
11233333.33,0.292341351
11266666.67,0.350617937
11300000,0.366664159
11333333.33,0.353913149
11366666.67,0.27038856
11400000,0.272236628
11433333.33,0.306339003
11466666.67,0.263048972
11500000,0.251007012
11533333.33,0.289772273
11566666.67,0.285452981
11600000,0.324250525
11633333.33,0.31410084
11666666.67,0.326548245
11700000,0.287763582
11733333.33,0.256659771
11766666.67,0.260555119
11800000,0.291932735
11833333.33,0.283125089
11866666.67,0.277603588
11900000,0.329671189
11933333.33,0.325167955
11966666.67,0.252991898
12000000,0.210783829
12033333.33,0.287602674
12066666.67,0.339665165
12100000,0.363287069
12133333.33,0.341771191
12166666.67,0.326511674
12200000,0.372242754
12233333.33,0.361858793
12266666.67,0.37912959
12300000,0.34582162
12333333.33,0.238244539
12366666.67,0.238933261
12400000,0.273917204
12433333.33,0.242873524
12466666.67,0.283908875
12500000,0.364532175
12533333.33,0.346415822
12566666.67,0.313383877
12600000,0.358408164
12633333.33,0.446264081
12666666.67,0.418706056
12700000,0.291232916
12733333.33,0.347877016
12766666.67,0.317508583
12800000,0.32733617
12833333.33,0.303485301
12866666.67,0.391270266
12900000,0.37540129
12933333.33,0.330964337
12966666.67,0.371510973
13000000,0.300576966
13033333.33,0.329505849
13066666.67,0.455495409
13100000,0.415376383
13133333.33,0.391785861
13166666.67,0.326146072
13200000,0.611375429
13233333.33,0.656025482
13266666.67,0.524516335
13300000,0.479629658
13333333.33,0.517606864
13366666.67,0.480888159
13400000,0.424715497
13433333.33,0.339968293
13466666.67,0.472920287
13500000,0.551156275
13533333.33,0.455850478
13566666.67,0.455703303
13600000,0.468846956
13633333.33,0.517260147
13666666.67,0.515364616
13700000,0.447646636
13733333.33,0.424354531
13766666.67,0.46794082
13800000,0.419736833
13833333.33,0.500870429
13866666.67,0.567709506
13900000,0.575162976
13933333.33,0.598633354
13966666.67,0.637589474
14000000,0.536777488
14033333.33,0.391843449
14066666.67,0.523504343
14100000,0.595219965
14133333.33,0.681980324
14166666.67,0.812951083
14200000,0.704014971
14233333.33,0.62619209
14266666.67,0.469770418
14300000,0.613536958
14333333.33,0.565110021
14366666.67,0.561092382
14400000,0.741519043
14433333.33,0.784772744
14466666.67,0.878117052
14500000,0.843774519
14533333.33,0.700493672
14566666.67,0.913523055
14600000,0.821943505
14633333.33,0.752906761
14666666.67,0.840164726
14700000,0.657390154
14733333.33,0.798733651
14766666.67,0.672757568
14800000,0.693614137
14833333.33,0.561925647
14866666.67,0.682459384
14900000,0.658790332
14933333.33,0.816610432
14966666.67,0.7033355
15000000,0.71176557
15033333.33,0.663017719
15066666.67,0.64538729
15100000,0.791897093
15133333.33,1.181340741
15166666.67,0.954126518
15200000,1.045954153
15233333.33,1.1025147
15266666.67,1.184386007
15300000,1.401541074
15333333.33,1.37859065
15366666.67,1.143304117
15400000,0.861261954
15433333.33,1.054887164
15466666.67,1.331923728
15500000,1.309898562
15533333.33,1.460670451
15566666.67,1.330993694
15600000,0.962317836
15633333.33,1.224997386
15666666.67,1.575966391
15700000,1.858745036
15733333.33,2.045380508
15766666.67,1.385583244
15800000,0.948750025
15833333.33,1.432617486
15866666.67,1.625706601
15900000,1.439808006
15933333.33,1.595820775
15966666.67,2.029881218
16000000,1.595813195
21033333.33,1.998542035
21066666.67,1.999715577
21100000,1.948930474
21133333.33,1.973774918
21166666.67,2.284565744
21200000,1.825509041
21233333.33,1.579641758
21266666.67,1.5129492
21300000,1.926469049
21333333.33,2.028208919
21366666.67,1.917995097
21400000,1.979339472
21433333.33,1.993554796
21466666.67,1.702719644
21500000,1.544017482
21533333.33,1.764197589
21566666.67,1.510418878
21600000,1.340023869
21633333.33,1.586181557
21666666.67,1.395384638
21700000,1.180327972
21733333.33,1.307091445
21766666.67,0.883295466
21800000,1.224804811
21833333.33,1.596017849
21866666.67,1.779427938
21900000,1.295615339
21933333.33,1.048979495
21966666.67,1.031951223
22000000,1.065878667
22033333.33,1.029622178
22066666.67,1.143406767
22100000,1.04075295
22133333.33,1.174418694
22166666.67,1.040665217
22200000,1.000418044
22233333.33,1.058248379
22266666.67,1.1757542
22300000,1.348875511
22333333.33,1.006701189
22366666.67,0.889130186
22400000,0.837005414
22433333.33,0.846525125
22466666.67,0.900999624
22500000,1.165052549
22533333.33,1.05201536
22566666.67,0.96527481
22600000,1.074956314
22633333.33,0.879071258
22666666.67,0.751302368
22700000,0.698337664
22733333.33,0.57163126
22766666.67,0.778963343
22800000,1.163457778
22833333.33,1.071489976
22866666.67,1.034411044
22900000,1.105870973
22933333.33,0.776183906
22966666.67,0.805226254
23000000,0.982554755
23033333.33,1.161924461
23066666.67,1.265467505
23100000,1.276249203
23133333.33,1.044138593
23166666.67,0.870028159
23200000,0.880735326
23233333.33,0.751057956
23266666.67,1.037692644
23300000,1.089762703
23333333.33,1.227360427
23366666.67,1.33463722
23400000,1.059392616
23433333.33,1.372885577
23466666.67,1.427946131
23500000,1.412796109
23533333.33,0.886847859
23566666.67,1.083793431
23600000,1.376698596
23633333.33,1.417518835
23666666.67,1.125608537
23700000,1.257374241
23733333.33,1.323953999
23766666.67,1.415186227
23800000,0.978898508
23833333.33,0.929986352
23866666.67,0.890473435
23900000,0.8670217
23933333.33,0.903170825
23966666.67,0.835825635
24000000,0.768886967
24033333.33,0.613179831
24066666.67,0.547055495
24100000,0.685613808
24133333.33,0.807951097
24166666.67,0.66731254
24200000,0.584224808
24233333.33,0.657709646
24266666.67,0.771389811
24300000,0.667333779
24333333.33,0.74275612
24366666.67,0.792146281
24400000,0.60483751
24433333.33,0.67837626
24466666.67,0.739398774
24500000,0.574950645
24533333.33,0.56870904
24566666.67,0.638121381
24600000,0.465057166
24633333.33,0.374932108
24666666.67,0.496548534
24700000,0.56235151
24733333.33,0.514558025
24766666.67,0.421585296
24800000,0.546224465
24833333.33,0.448861141
24866666.67,0.448778068
24900000,0.464612641
24933333.33,0.35669084
24966666.67,0.46852656
25000000,0.450841074
25033333.33,0.449001846
25066666.67,0.609436281
25100000,0.518184023
25133333.33,0.443060634
25166666.67,0.463541744
25200000,0.496499209
25233333.33,0.529502174
25266666.67,0.502774592
25300000,0.415591673
25333333.33,0.478227572
25366666.67,0.513410942
25400000,0.46578168
25433333.33,0.579710164
25466666.67,0.564546358
25500000,0.430649625
25533333.33,0.45017927
25566666.67,0.464703983
25600000,0.388496657
25633333.33,0.435747853
25666666.67,0.410137776
25700000,0.471673636
25733333.33,0.455027146
25766666.67,0.420011575
25800000,0.5302432
25833333.33,0.552355158
25866666.67,0.479266829
25900000,0.454014526
25933333.33,0.447345608
25966666.67,0.48379954
26000000,0.481026861
26033333.33,0.427217797
26066666.67,0.411585119
26100000,0.390046464
26133333.33,0.491499145
