f (Hz),PNA floor (dBc/Hz),VCO free (dBc/Hz),VCO locked (dBc/Hz)
5.15E+05,-1.14E+02,-112.884112,-115.53867
5.17E+05,-1.14E+02,-113.026736,-115.446596
5.18E+05,-1.13E+02,-112.504938,-115.62728
5.19E+05,-1.14E+02,-112.550538,-115.405238
5.20E+05,-1.14E+02,-112.473846,-115.661852
5.22E+05,-1.14E+02,-112.821476,-116.12528
5.23E+05,-1.14E+02,-112.730904,-116.73627
5.24E+05,-1.14E+02,-113.299484,-116.939062
5.25E+05,-1.14E+02,-113.4985,-117.002626
5.27E+05,-1.14E+02,-113.59263,-116.788578
5.28E+05,-1.14E+02,-112.991498,-116.513536
5.29E+05,-1.13E+02,-112.632158,-115.7151
5.30E+05,-1.14E+02,-112.792982,-115.307642
5.32E+05,-1.13E+02,-112.71866,-115.135838
5.33E+05,-1.14E+02,-112.014424,-115.274222
5.34E+05,-1.14E+02,-111.444542,-115.109512
5.36E+05,-1.15E+02,-111.053848,-115.105174
5.37E+05,-1.14E+02,-110.949724,-115.25708
5.38E+05,-1.14E+02,-110.906424,-115.046204
5.40E+05,-1.13E+02,-111.289798,-114.787104
5.41E+05,-1.13E+02,-111.757634,-114.671736
5.42E+05,-1.13E+02,-112.18292,-114.929152
5.44E+05,-1.13E+02,-111.622504,-115.487034
5.45E+05,-1.14E+02,-111.574426,-116.070346
5.46E+05,-1.14E+02,-111.639268,-117.003186
5.48E+05,-1.13E+02,-111.895182,-117.360132
5.49E+05,-1.14E+02,-112.807606,-117.273426
5.50E+05,-1.14E+02,-113.570686,-116.916004
5.52E+05,-1.13E+02,-113.376902,-116.09903
5.53E+05,-1.13E+02,-113.451532,-115.062614
5.54E+05,-1.14E+02,-113.154636,-114.467764
5.56E+05,-1.14E+02,-112.659636,-114.572714
5.57E+05,-1.14E+02,-111.919334,-114.104502
5.58E+05,-1.14E+02,-112.208408,-114.563904
5.60E+05,-1.14E+02,-111.89772,-114.689388
5.61E+05,-1.14E+02,-112.274872,-115.29971
5.62E+05,-1.14E+02,-111.998856,-114.95056
5.64E+05,-1.14E+02,-112.145178,-115.576906
5.65E+05,-1.13E+02,-112.059424,-115.386208
5.66E+05,-1.13E+02,-112.86237,-115.600632
5.68E+05,-1.13E+02,-112.948516,-115.552556
5.69E+05,-1.13E+02,-112.522852,-115.906292
5.71E+05,-1.12E+02,-112.739522,-115.367356
5.72E+05,-1.13E+02,-112.765578,-115.494958
5.73E+05,-1.12E+02,-112.28802,-115.303642
5.75E+05,-1.12E+02,-111.920046,-115.469096
5.76E+05,-1.13E+02,-112.035534,-116.05933
5.78E+05,-1.13E+02,-112.558674,-116.328866
5.79E+05,-1.13E+02,-112.464048,-116.563326
5.80E+05,-1.14E+02,-112.519904,-116.823234
5.82E+05,-1.14E+02,-113.131762,-116.726512
5.83E+05,-1.13E+02,-113.327826,-116.34587
5.85E+05,-1.14E+02,-112.959712,-116.292824
5.86E+05,-1.14E+02,-113.407166,-116.14602
5.87E+05,-1.14E+02,-112.920676,-116.039394
5.89E+05,-1.14E+02,-112.25389,-115.777484
5.90E+05,-1.14E+02,-112.399484,-115.514076
5.92E+05,-1.14E+02,-112.135576,-115.51721
5.93E+05,-1.14E+02,-111.507228,-115.564302
5.95E+05,-1.14E+02,-111.792174,-115.691242
5.96E+05,-1.14E+02,-112.193018,-115.234272
5.98E+05,-1.15E+02,-112.409632,-115.606862
5.99E+05,-1.15E+02,-112.617944,-116.037788
6.00E+05,-1.15E+02,-112.814686,-116.056484
6.02E+05,-1.14E+02,-113.01246,-115.861036
6.03E+05,-1.14E+02,-112.48046,-116.17673
6.05E+05,-1.14E+02,-111.7447,-116.117162
6.06E+05,-1.13E+02,-111.588044,-115.416908
6.08E+05,-1.13E+02,-111.980042,-115.233606
6.09E+05,-1.13E+02,-112.357506,-115.470572
6.11E+05,-1.13E+02,-113.087978,-115.56107
6.12E+05,-1.13E+02,-113.624542,-115.591368
6.14E+05,-1.14E+02,-113.789446,-115.958182
6.15E+05,-1.13E+02,-113.426358,-116.140672
6.17E+05,-1.13E+02,-113.241302,-115.63848
6.18E+05,-1.14E+02,-113.376544,-115.518732
6.20E+05,-1.13E+02,-113.707568,-114.972724
6.21E+05,-1.13E+02,-113.419656,-114.841148
6.23E+05,-1.14E+02,-113.74172,-115.009624
6.24E+05,-1.14E+02,-113.560472,-115.186862
6.26E+05,-1.14E+02,-112.902374,-115.425028
6.27E+05,-1.14E+02,-112.040636,-115.558572
6.29E+05,-1.14E+02,-112.05405,-115.520454
6.30E+05,-1.14E+02,-111.821064,-115.31894
6.32E+05,-1.14E+02,-111.99992,-115.234352
6.33E+05,-1.14E+02,-112.391584,-115.22347
6.35E+05,-1.14E+02,-112.915552,-115.474032
6.36E+05,-1.14E+02,-113.590182,-116.066388
6.38E+05,-1.13E+02,-113.779374,-116.218324
6.40E+05,-1.13E+02,-113.53556,-116.646126
6.41E+05,-1.14E+02,-113.604322,-116.92428
6.43E+05,-1.14E+02,-113.846334,-117.393342
6.44E+05,-1.14E+02,-113.619334,-116.962806
6.46E+05,-1.14E+02,-113.685456,-116.824688
6.47E+05,-1.14E+02,-113.709122,-116.243188
6.49E+05,-1.14E+02,-113.81578,-115.858906
6.51E+05,-1.14E+02,-113.09559,-115.17415
6.52E+05,-1.14E+02,-110.68035,-114.977342
6.54E+05,-1.15E+02,-109.52615,-114.687556
6.55E+05,-1.14E+02,-109.128778,-115.107244
6.57E+05,-1.14E+02,-109.294736,-115.824946
6.59E+05,-1.14E+02,-109.456188,-115.975082
6.60E+05,-1.14E+02,-110.373476,-116.033022
6.62E+05,-1.13E+02,-110.068672,-116.078462
6.63E+05,-1.14E+02,-110.429758,-115.815344
6.65E+05,-1.15E+02,-109.596408,-115.087756
6.67E+05,-1.14E+02,-109.886956,-114.90921
6.68E+05,-1.14E+02,-111.090298,-114.923974
6.70E+05,-1.15E+02,-110.646442,-115.05003
6.71E+05,-1.14E+02,-110.162666,-114.744158
6.73E+05,-1.14E+02,-110.325964,-114.61318
6.75E+05,-1.14E+02,-110.127878,-114.721604
6.76E+05,-1.14E+02,-110.400258,-114.749634
6.78E+05,-1.13E+02,-112.319046,-115.154738
6.80E+05,-1.13E+02,-112.83023,-115.803012
6.81E+05,-1.13E+02,-112.944748,-115.91161
6.83E+05,-1.13E+02,-113.19654,-115.853826
6.85E+05,-1.13E+02,-112.539458,-115.841512
6.86E+05,-1.13E+02,-112.32604,-115.759428
6.88E+05,-1.14E+02,-112.499608,-115.431348
6.90E+05,-1.13E+02,-112.63633,-115.343136
6.91E+05,-1.14E+02,-112.018314,-115.33888
6.93E+05,-1.14E+02,-112.709332,-115.93118
6.95E+05,-1.14E+02,-112.508604,-115.70551
6.96E+05,-1.14E+02,-111.93328,-115.850134
6.98E+05,-1.14E+02,-111.782992,-116.322054
7.00E+05,-1.14E+02,-112.583572,-116.707794
7.01E+05,-1.15E+02,-111.906374,-115.99586
7.03E+05,-1.14E+02,-111.94026,-116.065926
7.05E+05,-1.14E+02,-112.329854,-115.887936
7.07E+05,-1.14E+02,-112.655402,-115.839518
7.08E+05,-1.14E+02,-112.06975,-115.707606
7.10E+05,-1.14E+02,-111.74598,-115.657074
7.12E+05,-1.14E+02,-111.821594,-115.24523
7.13E+05,-1.14E+02,-112.026212,-115.615916
7.15E+05,-1.13E+02,-111.579864,-115.361028
7.17E+05,-1.14E+02,-111.635672,-115.454428
7.19E+05,-1.14E+02,-112.096456,-115.541162
7.20E+05,-1.14E+02,-112.005866,-116.000136
7.22E+05,-1.15E+02,-111.53375,-115.918756
7.24E+05,-1.16E+02,-111.468062,-115.651222
7.26E+05,-1.15E+02,-111.531478,-115.698084
7.27E+05,-1.14E+02,-111.420958,-115.610282
7.29E+05,-1.14E+02,-111.760202,-115.420844
7.31E+05,-1.13E+02,-112.38038,-115.113684
7.33E+05,-1.13E+02,-112.681962,-115.747524
7.35E+05,-1.13E+02,-112.55274,-115.69818
7.36E+05,-1.14E+02,-112.69823,-116.158714
7.38E+05,-1.14E+02,-112.640908,-116.127608
7.40E+05,-1.14E+02,-112.211218,-116.16639
7.42E+05,-1.14E+02,-111.96638,-115.761118
7.44E+05,-1.13E+02,-112.323932,-115.634864
7.45E+05,-1.13E+02,-112.256776,-115.47663
7.47E+05,-1.13E+02,-112.279134,-115.657454
7.49E+05,-1.14E+02,-112.505974,-115.969134
7.51E+05,-1.14E+02,-112.75319,-115.982502
7.53E+05,-1.14E+02,-112.679506,-116.034346
7.54E+05,-1.14E+02,-113.639318,-115.790122
7.56E+05,-1.14E+02,-113.352552,-115.574768
7.58E+05,-1.14E+02,-113.363218,-115.386328
7.60E+05,-1.13E+02,-112.9642,-115.688618
7.62E+05,-1.13E+02,-112.927508,-115.845048
7.64E+05,-1.13E+02,-112.334158,-116.05118
7.66E+05,-1.13E+02,-112.513374,-116.14976
7.67E+05,-1.13E+02,-112.164694,-116.275638
7.69E+05,-1.13E+02,-111.960854,-116.115982
7.71E+05,-1.14E+02,-112.107816,-115.544956
7.73E+05,-1.15E+02,-111.88179,-115.62924
7.75E+05,-1.14E+02,-111.75791,-115.618122
7.77E+05,-1.14E+02,-112.370334,-115.822276
7.79E+05,-1.14E+02,-112.654792,-115.711038
7.81E+05,-1.14E+02,-112.63948,-116.05444
7.82E+05,-1.13E+02,-113.094946,-115.647812
7.84E+05,-1.13E+02,-113.552354,-115.412862
7.86E+05,-1.13E+02,-112.972056,-115.025512
7.88E+05,-1.13E+02,-113.372508,-115.203998
7.90E+05,-1.13E+02,-113.35374,-115.47923
7.92E+05,-1.12E+02,-112.803086,-115.78404
7.94E+05,-1.12E+02,-112.365918,-115.91914
7.96E+05,-1.13E+02,-112.620402,-115.920264
7.98E+05,-1.13E+02,-112.459068,-115.654716
8.00E+05,-1.13E+02,-112.36916,-115.147438
8.02E+05,-1.14E+02,-112.3371,-115.237428
8.04E+05,-1.13E+02,-112.020228,-115.113836
8.06E+05,-1.13E+02,-111.894802,-115.271226
8.08E+05,-1.13E+02,-111.69548,-115.339486
8.10E+05,-1.14E+02,-111.518276,-115.729354
8.11E+05,-1.14E+02,-111.86354,-115.501506
8.13E+05,-1.14E+02,-112.195424,-115.44115
8.15E+05,-1.14E+02,-112.322846,-115.477122
8.17E+05,-1.14E+02,-112.188444,-115.30441
8.19E+05,-1.13E+02,-111.86575,-114.953342
8.21E+05,-1.13E+02,-111.653522,-115.03376
8.23E+05,-1.13E+02,-111.626202,-115.389218
8.25E+05,-1.13E+02,-111.81945,-115.625062
8.27E+05,-1.14E+02,-112.219586,-116.008182
8.29E+05,-1.14E+02,-112.76674,-116.232794
8.31E+05,-1.15E+02,-112.783674,-115.996598
8.33E+05,-1.15E+02,-112.522186,-115.67109
8.35E+05,-1.15E+02,-112.082382,-115.709386
8.38E+05,-1.15E+02,-111.533174,-115.890836
8.40E+05,-1.15E+02,-111.024268,-115.983264
8.42E+05,-1.14E+02,-111.337546,-116.37034
8.44E+05,-1.14E+02,-111.738006,-116.669192
8.46E+05,-1.14E+02,-112.066242,-116.298056
8.48E+05,-1.14E+02,-112.360762,-115.600764
8.50E+05,-1.14E+02,-112.951626,-115.38851
8.52E+05,-1.13E+02,-112.861544,-115.111166
8.54E+05,-1.13E+02,-112.94592,-114.920484
8.56E+05,-1.14E+02,-112.578528,-115.203946
8.58E+05,-1.14E+02,-112.59413,-115.788262
8.60E+05,-1.14E+02,-112.163066,-115.745524
8.62E+05,-1.14E+02,-112.314978,-115.938944
8.64E+05,-1.14E+02,-112.216134,-116.06177
8.66E+05,-1.14E+02,-112.356154,-115.760598
8.69E+05,-1.14E+02,-112.188646,-115.496382
8.71E+05,-1.13E+02,-112.793402,-115.641856
8.73E+05,-1.14E+02,-112.64475,-115.708574
8.75E+05,-1.14E+02,-112.798668,-115.28453
8.77E+05,-1.13E+02,-113.00696,-115.339396
8.79E+05,-1.13E+02,-113.279288,-115.348328
8.81E+05,-1.13E+02,-112.965934,-115.492366
8.83E+05,-1.13E+02,-112.962566,-115.560924
8.86E+05,-1.13E+02,-112.782338,-116.039106
8.88E+05,-1.14E+02,-112.78176,-116.12791
8.90E+05,-1.14E+02,-113.156306,-116.277928
8.92E+05,-1.14E+02,-113.041324,-116.231434
8.94E+05,-1.14E+02,-112.765744,-116.188862
8.96E+05,-1.14E+02,-112.577452,-116.272548
8.99E+05,-1.14E+02,-113.000272,-116.402024
9.01E+05,-1.13E+02,-112.338608,-116.365322
9.03E+05,-1.13E+02,-112.348626,-116.432576
9.05E+05,-1.14E+02,-112.501522,-116.59048
9.07E+05,-1.14E+02,-112.56796,-116.63023
9.10E+05,-1.14E+02,-112.35097,-116.309218
9.12E+05,-1.15E+02,-112.740564,-116.02711
9.14E+05,-1.15E+02,-112.744014,-115.726046
9.16E+05,-1.14E+02,-112.981868,-115.577332
9.19E+05,-1.15E+02,-113.186274,-115.686562
9.21E+05,-1.14E+02,-112.590722,-115.727564
9.23E+05,-1.13E+02,-112.399328,-115.834556
9.25E+05,-1.13E+02,-112.803666,-115.87376
9.27E+05,-1.13E+02,-112.994492,-115.568716
9.30E+05,-1.13E+02,-112.692412,-115.081944
9.32E+05,-1.13E+02,-112.956918,-115.430322
9.34E+05,-1.14E+02,-113.055966,-115.294822
9.37E+05,-1.14E+02,-112.489262,-115.067252
9.39E+05,-1.14E+02,-111.838196,-115.137458
9.41E+05,-1.14E+02,-111.915544,-115.288224
9.43E+05,-1.14E+02,-111.656782,-115.222766
9.46E+05,-1.14E+02,-111.612508,-115.433828
9.48E+05,-1.14E+02,-111.88243,-116.054326
9.50E+05,-1.15E+02,-112.21841,-116.228902
9.53E+05,-1.14E+02,-112.404996,-116.452008
9.55E+05,-1.14E+02,-112.771052,-116.34962
9.57E+05,-1.13E+02,-112.902538,-116.23329
9.60E+05,-1.14E+02,-112.842658,-115.950474
9.62E+05,-1.13E+02,-112.840742,-115.67166
9.64E+05,-1.14E+02,-112.792566,-115.307754
9.67E+05,-1.14E+02,-112.69971,-115.026218
9.69E+05,-1.14E+02,-112.428846,-115.070046
9.71E+05,-1.14E+02,-111.206952,-114.988302
9.74E+05,-1.14E+02,-110.743082,-115.126974
9.76E+05,-1.14E+02,-110.659816,-115.402444
9.78E+05,-1.14E+02,-110.528366,-115.986518
9.81E+05,-1.14E+02,-110.579654,-116.29517
9.83E+05,-1.13E+02,-111.673518,-116.2823
9.86E+05,-1.13E+02,-107.927467,-116.359726
9.88E+05,-1.13E+02,-104.7226004,-116.23265
9.90E+05,-1.13E+02,-104.7984904,-115.533692
9.93E+05,-1.12E+02,-104.8261624,-115.469662
9.95E+05,-1.12E+02,-104.5682204,-115.527372
9.98E+05,-1.12E+02,-108.7538154,-115.562908
1.00E+06,-1.13E+02,-111.931326,-115.43777
1.00E+06,-1.12E+02,-112.243046,-115.532022
1.00E+06,-1.12E+02,-112.268044,-115.073308
1.01E+06,-1.13E+02,-112.720508,-115.001798
1.01E+06,-1.13E+02,-110.552866,-115.087172
1.01E+06,-1.13E+02,-105.067784,-115.455062
1.01E+06,-1.13E+02,-98.3567024,-115.84968
1.01E+06,-1.14E+02,-93.6000292,-116.813698
1.02E+06,-1.15E+02,-93.7836352,-117.185894
1.02E+06,-1.15E+02,-95.7103072,-116.982354
1.02E+06,-1.15E+02,-101.1145632,-117.12579
1.02E+06,-1.16E+02,-107.6120068,-116.89726
1.02E+06,-1.15E+02,-112.854148,-116.369244
1.03E+06,-1.14E+02,-112.709692,-116.084216
1.03E+06,-1.13E+02,-112.583464,-116.071152
1.03E+06,-1.14E+02,-112.562404,-115.98971
1.03E+06,-1.14E+02,-112.345506,-116.025624
1.04E+06,-1.14E+02,-112.04105,-115.584712
1.04E+06,-1.15E+02,-111.496576,-115.567298
1.04E+06,-1.15E+02,-111.495206,-115.543396
1.04E+06,-1.14E+02,-111.125034,-115.253492
1.04E+06,-1.14E+02,-111.577218,-115.211472
1.05E+06,-1.13E+02,-111.32557,-115.315908
1.05E+06,-1.13E+02,-111.55202,-115.452456
1.05E+06,-1.14E+02,-112.150836,-115.743322
1.05E+06,-1.13E+02,-112.943658,-116.00521
1.05E+06,-1.14E+02,-112.407598,-116.570008
1.06E+06,-1.15E+02,-112.280574,-116.972548
1.06E+06,-1.16E+02,-112.314066,-117.030016
1.06E+06,-1.17E+02,-112.067966,-116.448648
1.06E+06,-1.17E+02,-111.951482,-116.199032
1.07E+06,-1.18E+02,-112.726848,-115.832196
1.07E+06,-1.17E+02,-112.95627,-115.867128
1.07E+06,-1.16E+02,-113.319456,-115.51426
1.07E+06,-1.15E+02,-113.410972,-115.9089
1.07E+06,-1.15E+02,-113.57393,-116.200962
1.08E+06,-1.14E+02,-113.427632,-116.15088
1.08E+06,-1.14E+02,-114.067484,-116.028702
1.08E+06,-1.14E+02,-113.844962,-116.285356
1.08E+06,-1.14E+02,-113.862182,-116.63702
1.09E+06,-1.15E+02,-113.945936,-116.570224
1.09E+06,-1.15E+02,-113.524496,-116.068904
1.09E+06,-1.15E+02,-112.854966,-115.450518
1.09E+06,-1.16E+02,-112.97488,-115.476808
1.09E+06,-1.16E+02,-113.173918,-115.162208
1.10E+06,-1.16E+02,-112.948038,-115.397416
1.10E+06,-1.16E+02,-112.963088,-115.89153
1.10E+06,-1.15E+02,-112.73867,-116.769924
1.10E+06,-1.14E+02,-112.312364,-117.14981
1.11E+06,-1.13E+02,-111.990916,-116.969832
1.11E+06,-1.13E+02,-112.419466,-117.124062
1.11E+06,-1.13E+02,-113.071358,-116.991102
1.11E+06,-1.13E+02,-113.58512,-116.7189
1.11E+06,-1.13E+02,-114.442932,-116.718922
1.12E+06,-1.13E+02,-115.039458,-117.342548
1.12E+06,-1.14E+02,-114.39105,-116.653948
1.12E+06,-1.14E+02,-114.054006,-116.591922
1.12E+06,-1.14E+02,-113.18245,-116.306306
1.13E+06,-1.15E+02,-109.6986074,-115.894262
1.13E+06,-1.16E+02,-106.4217602,-115.701194
1.13E+06,-1.17E+02,-107.1185922,-115.955054
1.13E+06,-1.17E+02,-107.5973822,-116.099936
1.14E+06,-1.16E+02,-108.0326322,-116.256028
1.14E+06,-1.15E+02,-110.7722508,-116.066298
1.14E+06,-1.15E+02,-113.80944,-115.91995
1.14E+06,-1.14E+02,-113.769006,-115.805744
1.14E+06,-1.15E+02,-112.92091,-115.915216
1.15E+06,-1.14E+02,-112.823154,-116.38515
1.15E+06,-1.14E+02,-113.135198,-116.319356
1.15E+06,-1.12E+02,-112.642916,-115.86537
1.15E+06,-1.12E+02,-111.902826,-115.918908
1.16E+06,-1.12E+02,-111.950192,-115.694348
1.16E+06,-1.13E+02,-112.416012,-115.144964
1.16E+06,-1.14E+02,-112.080628,-115.056448
1.16E+06,-1.15E+02,-112.011718,-115.58652
1.17E+06,-1.15E+02,-109.7269,-115.181386
1.17E+06,-1.15E+02,-107.286182,-115.140056
1.17E+06,-1.16E+02,-107.30438,-115.8982
1.17E+06,-1.15E+02,-108.259124,-116.111076
1.18E+06,-1.15E+02,-108.64477,-115.872216
1.18E+06,-1.15E+02,-111.489316,-116.272346
1.18E+06,-1.16E+02,-113.926036,-116.649958
1.18E+06,-1.16E+02,-113.736346,-115.881144
1.19E+06,-1.16E+02,-113.435214,-115.829326
1.19E+06,-1.15E+02,-112.925116,-115.67248
1.19E+06,-1.15E+02,-112.831102,-115.699036
1.19E+06,-1.15E+02,-113.01118,-115.814848
1.20E+06,-1.15E+02,-113.644458,-116.279916
1.20E+06,-1.15E+02,-113.982032,-116.229424
1.20E+06,-1.15E+02,-114.499844,-116.343116
1.20E+06,-1.15E+02,-114.642324,-116.434536
1.20E+06,-1.14E+02,-115.312124,-116.381056
1.21E+06,-1.14E+02,-114.756668,-115.985368
1.21E+06,-1.13E+02,-114.17802,-116.417572
1.21E+06,-1.14E+02,-113.981422,-116.600816
1.21E+06,-1.13E+02,-113.542148,-116.504986
1.22E+06,-1.13E+02,-112.26606,-116.324994
1.22E+06,-1.13E+02,-112.060972,-116.391216
1.22E+06,-1.14E+02,-111.792146,-116.05089
1.22E+06,-1.13E+02,-111.602018,-116.430212
1.23E+06,-1.13E+02,-112.075836,-116.766458
1.23E+06,-1.13E+02,-112.392698,-117.260782
1.23E+06,-1.13E+02,-112.435096,-117.702168
1.23E+06,-1.13E+02,-113.448004,-117.99362
1.24E+06,-1.13E+02,-114.226038,-117.66513
1.24E+06,-1.14E+02,-114.314564,-117.021356
1.24E+06,-1.14E+02,-113.741526,-116.193528
1.25E+06,-1.15E+02,-113.7105,-115.571754
1.25E+06,-1.15E+02,-113.801044,-115.545718
1.25E+06,-1.14E+02,-113.677238,-115.175414
1.25E+06,-1.13E+02,-113.368534,-114.905604
1.26E+06,-1.14E+02,-114.249522,-114.888432
1.26E+06,-1.14E+02,-114.346286,-115.592894
1.26E+06,-1.14E+02,-112.600452,-115.816002
1.26E+06,-1.15E+02,-111.820176,-116.53612
1.27E+06,-1.15E+02,-111.470912,-117.398454
1.27E+06,-1.14E+02,-111.113402,-117.670874
1.27E+06,-1.14E+02,-110.952814,-117.088124
1.27E+06,-1.14E+02,-111.502886,-116.623834
1.28E+06,-1.14E+02,-112.105202,-116.37495
1.28E+06,-1.14E+02,-112.016388,-116.629226
1.28E+06,-1.14E+02,-111.630472,-116.84565
1.28E+06,-1.15E+02,-111.038536,-117.253494
1.29E+06,-1.15E+02,-111.037958,-117.449368
1.29E+06,-1.15E+02,-110.54917,-116.963888
1.29E+06,-1.14E+02,-110.710224,-116.371578
1.29E+06,-1.15E+02,-111.186136,-116.327236
1.30E+06,-1.14E+02,-111.914698,-116.299002
1.30E+06,-1.14E+02,-112.290152,-116.114186
1.30E+06,-1.14E+02,-112.317118,-116.032276
1.31E+06,-1.13E+02,-112.562174,-115.858442
1.31E+06,-1.13E+02,-112.537406,-115.766436
1.31E+06,-1.14E+02,-112.944136,-115.45327
1.31E+06,-1.13E+02,-113.359594,-115.492122
1.32E+06,-1.14E+02,-113.637774,-115.865088
1.32E+06,-1.16E+02,-110.5955948,-116.382944
1.32E+06,-1.16E+02,-102.1194464,-116.390058
1.32E+06,-1.15E+02,-93.7264282,-116.00939
1.33E+06,-1.16E+02,-92.4257882,-115.6384
1.33E+06,-1.16E+02,-92.1785622,-115.852746
1.33E+06,-1.15E+02,-95.0590914,-115.75995
1.33E+06,-1.15E+02,-103.2404258,-115.302078
1.34E+06,-1.15E+02,-111.484584,-115.918482
1.34E+06,-1.14E+02,-112.343096,-116.904922
1.34E+06,-1.14E+02,-112.294002,-117.177186
1.35E+06,-1.14E+02,-112.178758,-116.986524
1.35E+06,-1.15E+02,-113.161836,-117.060376
1.35E+06,-1.15E+02,-112.932692,-116.800368
1.35E+06,-1.15E+02,-112.999592,-116.09414
1.36E+06,-1.15E+02,-113.256988,-115.330048
1.36E+06,-1.15E+02,-113.191812,-115.23758
1.36E+06,-1.16E+02,-112.714728,-115.49205
1.37E+06,-1.15E+02,-112.765518,-115.967192
1.37E+06,-1.14E+02,-112.48933,-115.6943
1.37E+06,-1.14E+02,-112.913648,-115.995052
1.37E+06,-1.14E+02,-113.19096,-116.122738
1.38E+06,-1.14E+02,-113.496906,-116.146978
1.38E+06,-1.15E+02,-113.70847,-115.58194
1.38E+06,-1.15E+02,-113.960388,-116.062082
1.39E+06,-1.15E+02,-113.38134,-116.23178
1.39E+06,-1.15E+02,-113.212612,-116.110278
1.39E+06,-1.15E+02,-113.089728,-115.8798
1.39E+06,-1.15E+02,-112.558222,-115.999414
1.40E+06,-1.14E+02,-112.018994,-115.788134
1.40E+06,-1.14E+02,-112.104794,-115.371882
1.40E+06,-1.14E+02,-112.67079,-115.438988
1.41E+06,-1.15E+02,-112.116044,-115.73321
1.41E+06,-1.15E+02,-112.452236,-115.67215
1.41E+06,-1.15E+02,-113.350886,-115.255106
1.41E+06,-1.16E+02,-113.477386,-115.394756
1.42E+06,-1.15E+02,-113.218708,-115.279016
1.42E+06,-1.15E+02,-113.171204,-115.550992
1.42E+06,-1.15E+02,-112.701512,-116.190368
1.43E+06,-1.14E+02,-111.996546,-116.905214
1.43E+06,-1.15E+02,-111.788026,-116.421528
1.43E+06,-1.15E+02,-111.293642,-115.83224
1.43E+06,-1.14E+02,-111.745388,-116.164228
1.44E+06,-1.14E+02,-111.066642,-115.630044
1.44E+06,-1.15E+02,-110.738808,-115.76448
1.44E+06,-1.14E+02,-110.621236,-116.209276
1.45E+06,-1.14E+02,-110.944142,-117.269332
1.45E+06,-1.15E+02,-111.310392,-116.301168
1.45E+06,-1.15E+02,-113.11452,-116.295804
1.45E+06,-1.15E+02,-113.534254,-115.949166
1.46E+06,-1.15E+02,-113.739756,-115.95707
1.46E+06,-1.14E+02,-113.68788,-115.617536
1.46E+06,-1.14E+02,-113.169746,-116.250192
1.47E+06,-1.14E+02,-112.631296,-116.649984
1.47E+06,-1.14E+02,-113.148664,-116.720566
1.47E+06,-1.14E+02,-113.141218,-116.882256
1.48E+06,-1.14E+02,-108.9159222,-116.972642
1.48E+06,-1.14E+02,-104.8880658,-116.792158
1.48E+06,-1.13E+02,-105.0859398,-116.189932
1.48E+06,-1.13E+02,-104.2966218,-116.096066
1.49E+06,-1.13E+02,-104.1620978,-115.937778
1.49E+06,-1.13E+02,-108.2739436,-115.598134
1.49E+06,-1.14E+02,-112.844872,-115.321676
1.50E+06,-1.14E+02,-112.4286,-115.414306
1.50E+06,-1.14E+02,-112.540324,-115.56843
1.50E+06,-1.15E+02,-112.33468,-115.699176
1.51E+06,-1.15E+02,-112.241172,-115.801472
1.51E+06,-1.14E+02,-111.711104,-115.96693
1.51E+06,-1.14E+02,-111.414872,-116.45595
1.52E+06,-1.14E+02,-109.437446,-116.518684
1.52E+06,-1.14E+02,-106.6149724,-116.267252
1.52E+06,-1.14E+02,-106.7408204,-116.611046
1.53E+06,-1.15E+02,-106.6828304,-116.87315
1.53E+06,-1.15E+02,-107.0063244,-116.47196
1.53E+06,-1.15E+02,-108.7356544,-116.068664
1.53E+06,-1.15E+02,-111.85723,-116.395788
1.54E+06,-1.15E+02,-112.234734,-116.364088
1.54E+06,-1.15E+02,-113.13564,-116.449358
1.54E+06,-1.15E+02,-113.396206,-116.66765
1.55E+06,-1.16E+02,-114.16058,-116.868202
1.55E+06,-1.16E+02,-114.483146,-116.649962
1.55E+06,-1.15E+02,-114.035512,-116.198744
1.56E+06,-1.15E+02,-113.057994,-115.815852
1.56E+06,-1.14E+02,-113.029136,-115.711224
1.56E+06,-1.13E+02,-112.862226,-115.632894
1.57E+06,-1.13E+02,-112.320782,-115.730568
1.57E+06,-1.13E+02,-112.239992,-116.169622
1.57E+06,-1.14E+02,-112.540996,-116.145288
1.58E+06,-1.14E+02,-113.0485,-115.879966
1.58E+06,-1.15E+02,-113.456134,-116.15433
1.58E+06,-1.15E+02,-113.581634,-115.96059
1.59E+06,-1.14E+02,-114.192582,-116.086642
1.59E+06,-1.15E+02,-114.754898,-116.655342
1.59E+06,-1.15E+02,-114.446996,-117.064956
1.60E+06,-1.15E+02,-114.464932,-117.028806
1.60E+06,-1.14E+02,-114.66705,-117.280012
1.60E+06,-1.14E+02,-113.963152,-116.919964
1.61E+06,-1.14E+02,-113.453632,-116.49977
1.61E+06,-1.14E+02,-113.562784,-116.332484
1.61E+06,-1.14E+02,-113.097976,-115.837986
1.62E+06,-1.15E+02,-112.646192,-115.68878
1.62E+06,-1.14E+02,-113.158494,-115.440092
1.62E+06,-1.14E+02,-112.767652,-115.506622
1.63E+06,-1.14E+02,-111.678704,-115.772494
1.63E+06,-1.13E+02,-110.840896,-116.540734
1.63E+06,-1.13E+02,-102.6304842,-116.704232
1.64E+06,-1.14E+02,-94.0074798,-116.905686
1.64E+06,-1.14E+02,-93.7359538,-116.36567
